"2023","01","06","24:00","Total Vehicle Sales DEC","1"
"2023","01","06","13:30","Non Farm Payrolls DEC","3"
"2023","01","06","13:30","Unemployment Rate DEC","3"
"2023","01","06","13:30","Average Hourly Earnings MoM DEC","2"
"2023","01","06","13:30","Average Hourly Earnings YoY DEC","2"
"2023","01","06","13:30","Participation Rate DEC","2"
"2023","01","06","13:30","Manufacturing Payrolls DEC","1"
"2023","01","06","13:30","Average Weekly Hours DEC","1"
"2023","01","06","13:30","Government Payrolls DEC","1"
"2023","01","06","13:30","Nonfarm Payrolls Private DEC","1"
"2023","01","06","15:00","ISM Non-Manufacturing PMI DEC","3"
"2023","01","06","15:00","ISM Non-Manufacturing Employment DEC","2"
"2023","01","06","15:00","Factory Orders MoM NOV","2"
"2023","01","06","15:00","Factory Orders ex Transportation NOV","1"
"2023","01","06","15:00","ISM Non-Manufacturing Business Activity DEC","1"
"2023","01","06","15:00","ISM Non-Manufacturing New Orders DEC","1"
"2023","01","06","15:00","ISM Non-Manufacturing Prices DEC","1"
"2023","01","06","16:15","Fed Cook Speech","2"
"2023","01","06","16:15","Fed Bostic Speech","2"
"2023","01","06","17:15","Fed Barkin Speech","2"
"2023","01","06","18:00","Baker Hughes Oil Rig Count JAN/06","1"
"2023","01","06","18:00","Baker Hughes Total Rig Count JAN/06","1"
"2023","01","06","20:30","Fed Bostic Speech","2"
"2023","01","09","16:00","Consumer Inflation Expectations DEC","1"
"2023","01","09","16:30","3-Month Bill Auction","1"
"2023","01","09","16:30","6-Month Bill Auction","1"
"2023","01","09","20:00","Consumer Credit Change NOV","1"
"2023","01","10","23:00","NFIB Business Optimism Index DEC","1"
"2023","01","10","13:55","Redbook YoY JAN/07","1"
"2023","01","10","14:00","Fed Chair Powell Speech","2"
"2023","01","10","15:00","IBD/TIPP Economic Optimism JAN","2"
"2023","01","10","15:00","Wholesale Inventories MoM NOV","1"
"2023","01","10","18:00","3-Year Note Auction","1"
"2023","01","10","21:30","API Crude Oil Stock Change JAN/06","2"
"2023","01","11","24:00","MBA 30-Year Mortgage Rate JAN/06","2"
"2023","01","11","24:00","MBA Mortgage Market Index JAN/06","1"
"2023","01","11","24:00","MBA Mortgage Refinance Index JAN/06","1"
"2023","01","11","24:00","MBA Purchase Index JAN/06","1"
"2023","01","11","24:00","MBA Mortgage Applications JAN/06","1"
"2023","01","11","15:30","EIA Crude Oil Stocks Change JAN/06","2"
"2023","01","11","15:30","EIA Gasoline Stocks Change JAN/06","2"
"2023","01","11","15:30","EIA Heating Oil Stocks Change JAN/06","1"
"2023","01","11","15:30","EIA Refinery Crude Runs Change JAN/06","1"
"2023","01","11","15:30","EIA Crude Oil Imports Change JAN/06","1"
"2023","01","11","15:30","EIA Cushing Crude Oil Stocks Change JAN/06","1"
"2023","01","11","15:30","EIA Distillate Fuel Production Change JAN/06","1"
"2023","01","11","15:30","EIA Distillate Stocks Change JAN/06","1"
"2023","01","11","15:30","EIA Gasoline Production Change JAN/06","1"
"2023","01","11","16:30","17-Week Bill Auction","1"
"2023","01","11","18:00","10-Year Note Auction","1"
"2023","01","12","13:30","Core Inflation Rate YoY DEC","3"
"2023","01","12","13:30","Inflation Rate YoY DEC","3"
"2023","01","12","13:30","Inflation Rate MoM DEC","2"
"2023","01","12","13:30","Initial Jobless Claims JAN/07","2"
"2023","01","12","13:30","Core Inflation Rate MoM DEC","2"
"2023","01","12","13:30","CPI DEC","2"
"2023","01","12","13:30","Continuing Jobless Claims DEC/31","1"
"2023","01","12","13:30","Jobless Claims 4-week Average JAN/07","1"
"2023","01","12","15:30","EIA Natural Gas Stocks Change JAN/06","1"
"2023","01","12","16:30","4-Week Bill Auction","1"
"2023","01","12","16:30","8-Week Bill Auction","1"
"2023","01","12","17:00","WASDE Report","1"
"2023","01","12","17:00","Quarterly Grain Stocks - Corn DEC","1"
"2023","01","12","17:00","Quarterly Grain Stocks - Soy DEC","1"
"2023","01","12","17:00","Quarterly Grain Stocks - Wheat DEC","1"
"2023","01","12","18:00","30-Year Bond Auction","1"
"2023","01","12","19:00","Monthly Budget Statement DEC","2"
"2023","01","13","24:30","Fed Harker Speech","2"
"2023","01","13","13:30","Import Prices MoM DEC","2"
"2023","01","13","13:30","Export Prices MoM DEC","2"
"2023","01","13","13:30","Export Prices YoY DEC","1"
"2023","01","13","13:30","Import Prices YoY DEC","1"
"2023","01","13","15:00","Michigan Consumer Sentiment Prel JAN","3"
"2023","01","13","15:00","Michigan 5 Year Inflation Expectations Prel JAN","1"
"2023","01","13","15:00","Michigan Consumer Expectations Prel JAN","1"
"2023","01","13","15:00","Michigan Current Conditions Prel JAN","1"
"2023","01","13","15:00","Michigan Inflation Expectations Prel JAN","1"
"2023","01","13","18:00","Baker Hughes Oil Rig Count JAN/13","1"
"2023","01","13","18:00","Baker Hughes Total Rig Count JAN/13","1"
"2023","01","17","13:30","NY Empire State Manufacturing Index JAN","2"
"2023","01","17","16:30","3-Month Bill Auction","1"
"2023","01","17","16:30","6-Month Bill Auction","1"
"2023","01","18","24:00","MBA 30-Year Mortgage Rate JAN/13","2"
"2023","01","18","24:00","MBA Mortgage Market Index JAN/13","1"
"2023","01","18","24:00","MBA Mortgage Refinance Index JAN/13","1"
"2023","01","18","24:00","MBA Purchase Index JAN/13","1"
"2023","01","18","24:00","MBA Mortgage Applications JAN/13","1"
"2023","01","18","13:30","Retail Sales MoM DEC","3"
"2023","01","18","13:30","PPI MoM DEC","3"
"2023","01","18","13:30","Core PPI MoM DEC","2"
"2023","01","18","13:30","Retail Sales Ex Autos MoM DEC","2"
"2023","01","18","13:30","Retail Sales Ex Gas/Autos MoM DEC","1"
"2023","01","18","13:30","Retail Sales YoY DEC","1"
"2023","01","18","13:30","Core PPI YoY DEC","1"
"2023","01","18","13:30","PPI YoY DEC","1"
"2023","01","18","13:55","Redbook YoY JAN/14","1"
"2023","01","18","14:15","Industrial Production YoY DEC","2"
